epoch,train_loss,train_policy,train_value,train_teacher_policy,train_teacher_value,val_loss,val_policy,val_value,val_teacher_policy,val_teacher_value
1,3.142203872430436,3.0611312794078946,0.08107258402399589,0.0,0.0,3.0459873019822,2.9772262687744173,0.06876102434580583,0.0,0.0
2,3.0444030521065994,2.9965495917691762,0.047853461669949963,0.0,0.0,2.9953842613460413,2.9427188610699795,0.05266538957728266,0.0,0.0
3,2.986583990074066,2.951746968635753,0.03483701973575026,0.0,0.0,2.963429537246932,2.915605005612368,0.04782453866570138,0.0,0.0
4,2.935940733683636,2.905728917843207,0.030211816281279728,0.0,0.0,2.934908095647838,2.8872569480089902,0.04765115000840312,0.0,0.0
5,2.8824089056037994,2.855567685092788,0.0268412241540161,0.0,0.0,2.914094350890136,2.8637646959583685,0.05032966002472055,0.0,0.0
6,2.8308263597399037,2.8056698796579957,0.025156480738197463,0.0,0.0,2.892910428591701,2.8469391663021058,0.04597125013966189,0.0,0.0
7,2.779776901541305,2.7570608144144777,0.02271609090448144,0.0,0.0,2.8937425109594583,2.835407091179423,0.058335435257681915,0.0,0.0
8,2.7313059100185533,2.7094757777779614,0.021830131563356763,0.0,0.0,2.879439915002601,2.829047035636617,0.050392894835679485,0.0,0.0
9,2.685339820688189,2.6650912351876377,0.020248587217575893,0.0,0.0,2.8713029039071487,2.8178453325843607,0.053457594477634165,0.0,0.0
10,2.64262058482751,2.623921536697122,0.018699047794762544,0.0,0.0,2.8667159541057803,2.8192893066935505,0.0474266505928406,0.0,0.0
11,2.605719647605416,2.5871368136271893,0.01858283995963643,0.0,0.0,2.86527686694134,2.8181443306018092,0.0471325476147958,0.0,0.0
12,2.568397446329814,2.550858020910138,0.01753943440874657,0.0,0.0,2.8659582613880885,2.817516522829917,0.048441734204710866,0.0,0.0
13,2.5347690620575563,2.5179814189313405,0.016787647332003715,0.0,0.0,2.8612955789555863,2.811999069333967,0.049296502047789896,0.0,0.0
14,2.502119660409419,2.4862478335379277,0.015871824391206185,0.0,0.0,2.870671788554563,2.8201044562532145,0.050567305337721156,0.0,0.0
15,2.473547027005728,2.4578873542417963,0.015659680575571225,0.0,0.0,2.8745754454662604,2.819968964781298,0.05460648567255749,0.0,0.0
16,2.4462696863146354,2.4306507769358685,0.015618916981450844,0.0,0.0,2.8766329721045723,2.8281456327489245,0.04848733546337552,0.0,0.0
17,2.4194638265025024,2.403523030721519,0.015940797462101922,0.0,0.0,2.8784360498857855,2.8287363843704108,0.04969967347882855,0.0,0.0
