epoch,train_loss,train_policy,train_value,train_teacher_policy,train_teacher_value,val_loss,val_policy,val_value,val_teacher_policy,val_teacher_value
1,3.187471921568415,3.092174392595508,0.09529752976085287,0.0,0.0,3.0883307950600996,3.0031185058544896,0.08521227292088332,0.0,0.0
2,3.093640489271846,3.0324553670972545,0.06118512342932074,0.0,0.0,3.0404786806605286,2.978355451480047,0.06212322727211512,0.0,0.0
3,3.0527296567378115,3.0063274043311714,0.046402252693891206,0.0,0.0,3.015634865745536,2.9635136343753454,0.05212124140899362,0.0,0.0
4,3.0251777174641967,2.9858596334495697,0.03931808025343032,0.0,0.0,2.994728044104805,2.950442038325388,0.04428602134453067,0.0,0.0
5,3.0012281281242728,2.966625778997439,0.0346023598269446,0.0,0.0,2.982323958499709,2.937716676687609,0.04460728012438836,0.0,0.0
6,2.9786434616589323,2.9464106411021076,0.032232818755519435,0.0,0.0,2.968078041534668,2.9255291423268353,0.04254891047713406,0.0,0.0
7,2.9548829041650815,2.925219617726174,0.029663285918264504,0.0,0.0,2.963185028688885,2.913647804087229,0.04953721966773367,0.0,0.0
8,2.933063368688785,2.9038319875597156,0.02923138101237366,0.0,0.0,2.9470102904064297,2.9045336602718876,0.04247661858494915,0.0,0.0
9,2.910326715517874,2.883250951383966,0.027075770477374077,0.0,0.0,2.9321557900439967,2.8903441085632227,0.04181168581833198,0.0,0.0
10,2.8884363992147177,2.8626324003799213,0.025803992142240047,0.0,0.0,2.9271529410412116,2.883632867287928,0.0435200621818243,0.0,0.0
11,2.8690564663694245,2.8433656421850326,0.02569082538276871,0.0,0.0,2.9234704416614967,2.876612583372102,0.0468578908568608,0.0,0.0
12,2.8477555882659464,2.8240313314848953,0.0237242522009884,0.0,0.0,2.9139602420933093,2.8712194945539964,0.042740757669557754,0.0,0.0
13,2.8288516972757565,2.805819789089831,0.023031906400080345,0.0,0.0,2.90934590392586,2.865385582505575,0.04396029091425232,0.0,0.0
14,2.810235616832054,2.7877839865295124,0.02245163031201685,0.0,0.0,2.904691607364341,2.8591699839401654,0.04552161336947022,0.0,0.0
15,2.792550177299673,2.7706582608152743,0.021891920439091075,0.0,0.0,2.900661707942234,2.85622550354696,0.04443620462586811,0.0,0.0
16,2.7759871815422295,2.7542786268185737,0.021708565494083017,0.0,0.0,2.8959703646449166,2.8512835423745364,0.04468684503957709,0.0,0.0
17,2.7592058167719298,2.7378616483016827,0.021344172639131465,0.0,0.0,2.900309909242449,2.852127074177517,0.04818285077714869,0.0,0.0
18,2.7427879943745523,2.7218189974865283,0.020969000940960415,0.0,0.0,2.906474525162606,2.8528124713592367,0.05366205378746656,0.0,0.0
19,2.7270974346273236,2.7061531905668326,0.020944246047811015,0.0,0.0,2.8919252682648193,2.846772438434043,0.04515281058012994,0.0,0.0
20,2.7112212396210618,2.6911566899643047,0.02006454971510483,0.0,0.0,2.89434236497991,2.8461625242691286,0.048179859482348285,0.0,0.0
