epoch,train_loss,train_policy,train_value,train_teacher_policy,train_teacher_value,val_loss,val_policy,val_value,val_teacher_policy,val_teacher_value
1,1.9076645598034943,3.0848399209529362,0.09053797910770418,0.5664260742255802,0.07352513189974878,1.7810068423109349,3.000186883779829,0.07840762324750487,0.44816765704429773,0.035251506320981105
2,1.7846067283048208,3.02348783644966,0.05731121484973185,0.4486366834985204,0.03977772987970068,1.7207381795284715,2.9748317172458614,0.05663183117991069,0.38865959796986943,0.021353190623645213
3,1.739877560244028,2.9985556543751093,0.04391155434021828,0.41060405928127897,0.026683847774742756,1.6953478229720158,2.9626822542864333,0.053459643427055954,0.35894696829540373,0.015606787236628054
4,1.7085059707582875,2.976665671666463,0.03771293784281017,0.38210744402175606,0.020525889673146856,1.6743894643691968,2.94439959526062,0.05616097002346844,0.3319531073247101,0.01626522212687844
5,1.6778076681586473,2.951799153962448,0.03429737407439844,0.3521642431676627,0.017354556089304536,1.645338451340715,2.929973704837811,0.04500286635746951,0.3039711813344009,0.011729148755261522
6,1.6475156904383994,2.925549723983928,0.03268497367221189,0.32085506549800735,0.015941627592426864,1.624284670218078,2.9141211535149476,0.04709287952500512,0.27497856741971877,0.012376757162715545
7,1.6168893460448648,2.89932250280776,0.03039023036827923,0.2902206718602493,0.013845275325508642,1.6042836047033109,2.9007197357674417,0.04704161558057735,0.24874678793241017,0.012059056847142563
8,1.588957622731067,2.8736567275112415,0.02913600217346526,0.2622836775409489,0.012838825813857428,1.5831478941020742,2.887928831666358,0.04179133025565549,0.2241086566397322,0.012466967554132801
9,1.5633810564217319,2.848357732037464,0.02913427693218272,0.23636655246956123,0.012903553063431418,1.568532450349252,2.8755556140154632,0.04666667264213303,0.20271201730728658,0.012130600250680934
10,1.537841924478411,2.824119757265451,0.02741265838624164,0.21274670494528342,0.011404732530475302,1.5534762322202944,2.868626122540827,0.044254538409308534,0.1820194311559264,0.012052379708077158
11,1.5157803319065446,2.802187882018696,0.026958761661945576,0.19132754049068154,0.011086482113324496,1.540189875100949,2.858889788166563,0.043167676084864735,0.16414036168423635,0.014181940965433957
12,1.4949248100061174,2.781106170018514,0.026128785436850793,0.17217437109075875,0.010440292145303853,1.5297567537779997,2.8544116396786947,0.043561882117769124,0.14812121614257198,0.013418777138114039
13,1.4760014170144935,2.760474280149263,0.025477973542299616,0.15600586148549914,0.01004472332900587,1.5179896028980755,2.8536213540979993,0.04253876253191219,0.12866210951812748,0.011156985813527186
14,1.4591609083824209,2.743429724886076,0.02554301489767939,0.1394294072825267,0.00991967352857711,1.5146597897357594,2.8459835408718632,0.04563813514236198,0.1262394515290586,0.011458441333819415
15,1.444247922935639,2.7260763394305982,0.025084088072479967,0.1275187141664695,0.009816702054576621,1.5044701497608213,2.8410194589335993,0.042979206212000125,0.11244948749831035,0.01249213263853637
16,1.4296105432382709,2.7098931476613446,0.024308404879996096,0.11598378010742476,0.009035750560168242,1.498345871999653,2.8373616319328643,0.04355434260332088,0.10484177670108598,0.010934007889317823
17,1.4171710672148738,2.6948182721374185,0.024171910579584368,0.10623251700217784,0.009119431302200758,1.496150594765247,2.838494158096476,0.044753820302408175,0.09791139690573213,0.011141820886274731
18,1.4057863182491726,2.681094907086537,0.023795197735549296,0.09776951374418764,0.008913022603395793,1.4926061953399072,2.833396912893338,0.04321504555634653,0.09222963493687111,0.01637079915093415
19,1.3954062904858366,2.6681886941713184,0.023298003693102514,0.09078294529094594,0.008542940451188818,1.4898559755805716,2.8331230516240336,0.04491513939484906,0.08768033408018161,0.013993422057491548
20,1.3855265666841663,2.655938277314785,0.02273370132717981,0.0842553712158318,0.008125790070562836,1.4850913461778819,2.8322470803907103,0.04405185214880945,0.08158218527457249,0.012301583046823135
