epoch,train_loss,train_policy,train_value,train_teacher_policy,train_teacher_value,val_loss,val_policy,val_value,val_teacher_policy,val_teacher_value
1,3.1476568744843263,3.062829746363792,0.08482713387553471,0.0,0.0,3.054180471976004,2.9785288428547796,0.075651626914676,0.0,0.0
2,3.0464457728297836,2.9974666257140785,0.04897914328768231,0.0,0.0,2.994430529778642,2.9431383703917806,0.05129215374525354,0.0,0.0
3,2.9889978926504153,2.953407792585442,0.035590092808885906,0.0,0.0,2.9675220723086,2.9147216492554167,0.05280042417434898,0.0,0.0
4,2.9374108898591804,2.906119720619845,0.03129117070302028,0.0,0.0,2.9323584481262728,2.88929927590817,0.043059188753302856,0.0,0.0
5,2.883010134958678,2.8567902748843275,0.02621985200837434,0.0,0.0,2.9117354837781972,2.863891765427564,0.04784371649792762,0.0,0.0
6,2.831044736604295,2.806454566715552,0.024590170493666106,0.0,0.0,2.896731530335059,2.852872133509454,0.0438594028488867,0.0,0.0
7,2.7789784608276653,2.756790147663918,0.022188320551990187,0.0,0.0,2.8842965894982044,2.832485244266506,0.05181134852760629,0.0,0.0
8,2.732072683382864,2.7104238528643587,0.021648834695618156,0.0,0.0,2.8714953779283685,2.825071542978032,0.04642382390566544,0.0,0.0
9,2.6861193528615805,2.6665929646855857,0.0195263916329846,0.0,0.0,2.866671322504001,2.8240411826106246,0.04263010795209298,0.0,0.0
10,2.644503518312651,2.626141978969855,0.018361535661141955,0.0,0.0,2.866875874958018,2.820526906240457,0.046348971218316,0.0,0.0
11,2.6074275798108206,2.589596257088494,0.017831319664795713,0.0,0.0,2.8704479921334833,2.824435285722942,0.04601271824638897,0.0,0.0
12,2.5713900961231198,2.5540649866642884,0.017325103313349178,0.0,0.0,2.870740841648749,2.823196664818323,0.04754416760665503,0.0,0.0
13,2.53716770207866,2.5205643355128275,0.016603364940817496,0.0,0.0,2.87013225087234,2.8200021225207643,0.05013012617285758,0.0,0.0
