epoch,train_loss,train_policy,train_value,train_teacher_policy,train_teacher_value,val_loss,val_policy,val_value,val_teacher_policy,val_teacher_value
1,3.1502366160452766,3.066807036993494,0.08342958098973137,0.0,0.0,3.054584025573323,2.982032849669075,0.07255119659412124,0.0,0.0
2,3.047789609097094,3.0000048162467987,0.047784791650422605,0.0,0.0,3.000642122301246,2.951916388793587,0.04872571943743252,0.0,0.0
3,2.993981648193625,2.958804253242421,0.03517738935778259,0.0,0.0,2.9683109792853877,2.919631228757388,0.048679737948684326,0.0,0.0
4,2.944411401352889,2.914209559771271,0.030201848106112185,0.0,0.0,2.9399968066363096,2.8941982461650446,0.0457985663156372,0.0,0.0
5,2.892314766560852,2.866320941662054,0.02599382273693241,0.0,0.0,2.91422521444624,2.872339666207801,0.04188556432040168,0.0,0.0
6,2.8412501173644977,2.8175269655434483,0.023723148702178773,0.0,0.0,2.904680897357497,2.8594049593173327,0.045275935805785365,0.0,0.0
7,2.790505892269742,2.768767810218944,0.021738078564385494,0.0,0.0,2.8819966702985407,2.839960319637107,0.042036354728639445,0.0,0.0
8,2.743669898762122,2.7233488656750007,0.020321030492384432,0.0,0.0,2.872176984331015,2.8282631196741614,0.04391385868326895,0.0,0.0
9,2.698259368383262,2.678975407537846,0.019283960046498492,0.0,0.0,2.87537350674958,2.8280329388768086,0.04734057836878643,0.0,0.0
10,2.6567331312171905,2.6383586501819862,0.01837447246603937,0.0,0.0,2.870365984030187,2.8233204753065566,0.04704551942638552,0.0,0.0
11,2.6182486165160315,2.601226786916036,0.017021825766986312,0.0,0.0,2.8763758930096377,2.8298823087930427,0.04649358127850606,0.0,0.0
12,2.584099868023731,2.5664408388227185,0.017659028060734272,0.0,0.0,2.866606859921646,2.8189619065857747,0.04764493934118379,0.0,0.0
13,2.5491217583856747,2.5333443677409426,0.015777386534196067,0.0,0.0,2.8657416867344714,2.818428540306132,0.047313140265905995,0.0,0.0
14,2.5180773888885417,2.5024336685936452,0.015643713884105483,0.0,0.0,2.876967987612192,2.8286965371704915,0.048271443698805705,0.0,0.0
15,2.490643599840851,2.475406071906747,0.015237525153850297,0.0,0.0,2.8745700109475703,2.8248538245768025,0.049716173358094605,0.0,0.0
16,2.462625533478008,2.4477572142359723,0.014868313183576627,0.0,0.0,2.8858495104656403,2.834647777368063,0.05120172655744639,0.0,0.0
17,2.4364932685811196,2.421874310086211,0.01461896042163712,0.0,0.0,2.885876839799586,2.835260773163086,0.050616061694625854,0.0,0.0
