condition,model,top1,value_rmse,actual_model_mb,size_reduction_pct,cpu_latency_ms,actual_sparsity
teacher_fp32,Teacher FP32,0.2103010033444816,0.22262783873138806,46.58998394012451,0.0,2.730262200057041,0.0
teacher_int8,Teacher INT8,0.20762541806020066,0.22306728904288242,11.716753959655762,74.85134578557992,0.5534350698872004,0.0
teacher_pruned_25,Teacher prune 25%,0.23264214046822743,0.21036226817367668,46.58968448638916,0.0006427427314343097,2.9657815949758515,0.25
student_direct,Direct student,0.19826086956521738,0.20898953547300744,11.334090232849121,75.67268911829801,0.46059393498580903,3.3906948482265165e-07
student_distilled,Distilled student,0.1891638795986622,0.24114805629741,11.33413028717041,75.6726031463403,0.35959906497737393,3.3906948482265165e-07
student_distilled_pruned_25,Student prune 25%,0.19438127090301002,0.21322550376953786,11.334019660949707,75.67284059269969,0.82983617510763,0.25
