seed,alpha,temperature,val_top1,val_top3,val_policy_ce,best_val_objective,best_epoch,epochs_completed,train_seconds,checkpoint
57,0.25,1.0,0.23118996798292424,0.46224653148345785,2.843047954738458,2.193470387982966,20,20,87.93998098702286,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p25_t1p0.pt
57,0.25,2.0,0.2310565635005336,0.45197438633938103,2.8416556467241514,2.1941072548975176,18,20,88.972291640006,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p25_t2p0.pt
57,0.25,4.0,0.2321237993596585,0.45717716115261475,2.8417637223495107,2.195486556504045,18,20,91.32113455201034,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p25_t4p0.pt
57,0.5,1.0,0.22852187833511206,0.46224653148345785,2.84303421119234,1.4837160553214643,20,20,89.43724180199206,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p50_t1p0.pt
57,0.5,2.0,0.23145677694770544,0.46091248665955176,2.8375446966897973,1.4825042670666218,20,20,88.49711939800181,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p50_t2p0.pt
57,0.5,4.0,0.2290554962646745,0.46491462113127,2.8380327044072757,1.4814344421903758,20,20,87.98497628999758,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p50_t4p0.pt
57,0.75,1.0,0.2291889007470651,0.4582443970117396,2.846390292636867,0.7700359103773803,20,20,89.00818858499406,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p75_t1p0.pt
57,0.75,2.0,0.22865528281750266,0.45744397011739596,2.8426688890446976,0.7675799247803785,20,20,86.71839307699702,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p75_t2p0.pt
57,0.75,4.0,0.22665421558164353,0.4597118463180363,2.8419639186390944,0.7687154786945535,19,20,90.2114155839954,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_57/student_distilled_a0p75_t4p0.pt
67,0.25,1.0,0.21398078975453574,0.4583778014941302,2.8397726910854733,2.1815160842435466,20,20,89.43582693097414,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p25_t1p0.pt
67,0.25,2.0,0.21344717182497333,0.4554429028815368,2.8360649188274762,2.180087941178899,20,20,90.00883872399572,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p25_t2p0.pt
67,0.25,4.0,0.21584845250800427,0.46011205976520814,2.837664203175613,2.1819526482544433,20,20,96.69898519600974,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p25_t4p0.pt
67,0.5,1.0,0.2115795090715048,0.4567769477054429,2.8350394858621866,1.4644922420080342,20,20,95.90952657800517,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p50_t1p0.pt
67,0.5,2.0,0.21344717182497333,0.4599786552828175,2.8312858056869423,1.462472923664553,20,20,92.71473419500398,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p50_t2p0.pt
67,0.5,4.0,0.22798826040554962,0.4555763073639274,2.8352399773124444,1.4632028988865677,19,20,96.74963618000038,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p50_t4p0.pt
67,0.75,1.0,0.2389274279615795,0.45584311632870866,2.839187492555844,0.7458334807525195,20,20,87.50636342700454,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p75_t1p0.pt
67,0.75,2.0,0.23946104589114195,0.45744397011739596,2.833014470154346,0.7421052978794501,20,20,86.16943969699787,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p75_t2p0.pt
67,0.75,4.0,0.2387940234791889,0.45570971184631803,2.831435298207221,0.742996306213269,20,20,85.79120554501424,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_67/student_distilled_a0p75_t4p0.pt
77,0.25,1.0,0.24573105656350053,0.4566435432230523,2.8376588500805573,2.1801765038847543,20,20,92.5358966710046,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p25_t1p0.pt
77,0.25,2.0,0.23812700106723586,0.45250800426894344,2.8374441171277676,2.180286011039384,20,20,94.10940988900256,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p25_t2p0.pt
77,0.25,4.0,0.21491462113127002,0.4531750266808965,2.836113148336095,2.179067689555686,19,20,86.82339882399538,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p25_t4p0.pt
77,0.5,1.0,0.24306296691568838,0.45931163287086446,2.8350909629015684,1.4632618235167725,20,20,87.71853226100211,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p50_t1p0.pt
77,0.5,2.0,0.24719850586979722,0.45570971184631803,2.8315645523743034,1.461617646884002,20,20,86.61027754101087,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p50_t2p0.pt
77,0.5,4.0,0.24159551760939169,0.4569103521878335,2.8308520502825303,1.4608610290855073,20,20,88.28733835701132,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p50_t4p0.pt
77,0.75,1.0,0.20691035218783352,0.461846318036286,2.832090420809474,0.74191414533837,20,20,85.97690373001387,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p75_t1p0.pt
77,0.75,2.0,0.2213180362860192,0.4623799359658485,2.8304809798807575,0.7407192858840511,20,20,91.01751476700883,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p75_t2p0.pt
77,0.75,4.0,0.23185699039487725,0.4583778014941302,2.829521432121383,0.7414370913897406,20,20,89.73934803798329,/mnt/c/Users/danie/Repositories/DLEngine/checkpoints/comparison_v4/seed_77/student_distilled_a0p75_t4p0.pt
